location,report_date,location_type,country,value,province,county,city
Colombia-Santander-Capitanejo,2016-06-04,city,Colombia,233,Santander,Capitanejo,None
Colombia-Santander-Capitanejo,2016-06-11,city,Colombia,234,Santander,Capitanejo,None
Colombia-Santander-Capitanejo,2016-06-18,city,Colombia,235,Santander,Capitanejo,None
Colombia-Santander-Capitanejo,2016-06-25,city,Colombia,235,Santander,Capitanejo,None
Colombia-Santander-Carcasi,2016-01-09,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-01-16,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-01-23,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-01-30,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-02-06,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-02-13,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-02-20,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-02-27,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-03-05,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-03-12,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-03-19,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-03-26,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-04-02,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-04-09,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-04-16,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-04-23,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-04-30,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-05-07,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-05-14,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-05-21,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-05-28,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-06-04,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-06-11,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-06-18,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Carcasi,2016-06-25,city,Colombia,0,Santander,Carcasi,None
Colombia-Santander-Cepita,2016-01-09,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-01-16,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-01-23,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-01-30,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-02-06,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-02-13,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-02-20,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-02-27,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-03-05,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-03-12,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-03-19,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-03-26,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-04-02,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-04-09,city,Colombia,0,Santander,Cepita,None
Colombia-Santander-Cepita,2016-04-16,city,Colombia,1,Santander,Cepita,None
Colombia-Santander-Cepita,2016-04-23,city,Colombia,1,Santander,Cepita,None
Colombia-Santander-Cepita,2016-04-30,city,Colombia,1,Santander,Cepita,None
Colombia-Santander-Cepita,2016-05-07,city,Colombia,7,Santander,Cepita,None
Colombia-Santander-Cepita,2016-05-14,city,Colombia,7,Santander,Cepita,None
Colombia-Santander-Cepita,2016-05-21,city,Colombia,17,Santander,Cepita,None
Colombia-Santander-Cepita,2016-05-28,city,Colombia,18,Santander,Cepita,None
Colombia-Santander-Cepita,2016-06-04,city,Colombia,20,Santander,Cepita,None
Colombia-Santander-Cepita,2016-06-11,city,Colombia,20,Santander,Cepita,None
Colombia-Santander-Cepita,2016-06-18,city,Colombia,20,Santander,Cepita,None
Colombia-Santander-Cepita,2016-06-25,city,Colombia,20,Santander,Cepita,None
Colombia-Santander-Cerrito,2016-01-09,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-01-16,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-01-23,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-01-30,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-02-06,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-02-13,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-02-20,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-02-27,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-03-05,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-03-12,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-03-19,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-03-26,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-04-02,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-04-09,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-04-16,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-04-23,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-04-30,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-05-07,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-05-14,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-05-21,city,Colombia,1,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-05-28,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-06-04,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-06-11,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-06-18,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Cerrito,2016-06-25,city,Colombia,0,Santander,Cerrito,None
Colombia-Santander-Charala,2016-01-09,city,Colombia,0,Santander,Charala,None
Colombia-Santander-Charala,2016-01-16,city,Colombia,0,Santander,Charala,None
Colombia-Santander-Charala,2016-01-23,city,Colombia,0,Santander,Charala,None
Colombia-Santander-Charala,2016-01-30,city,Colombia,0,Santander,Charala,None
Colombia-Santander-Charala,2016-02-06,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-02-13,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-02-20,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-02-27,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-03-05,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-03-12,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-03-19,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-03-26,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-04-02,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-04-09,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-04-16,city,Colombia,1,Santander,Charala,None
Colombia-Santander-Charala,2016-04-23,city,Colombia,2,Santander,Charala,None
Colombia-Santander-Charala,2016-04-30,city,Colombia,2,Santander,Charala,None
Colombia-Santander-Charala,2016-05-07,city,Colombia,3,Santander,Charala,None
Colombia-Santander-Charala,2016-05-14,city,Colombia,5,Santander,Charala,None
Colombia-Santander-Charala,2016-05-21,city,Colombia,7,Santander,Charala,None
Colombia-Santander-Charala,2016-05-28,city,Colombia,8,Santander,Charala,None
Colombia-Santander-Charala,2016-06-04,city,Colombia,8,Santander,Charala,None
Colombia-Santander-Charala,2016-06-11,city,Colombia,11,Santander,Charala,None
Colombia-Santander-Charala,2016-06-18,city,Colombia,13,Santander,Charala,None
Colombia-Santander-Charala,2016-06-25,city,Colombia,13,Santander,Charala,None
Colombia-Santander-Charta,2016-01-09,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-01-16,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-01-23,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-01-30,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-02-06,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-02-13,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-02-20,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-02-27,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-03-05,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-03-12,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-03-19,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-03-26,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-04-02,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-04-09,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-04-16,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-04-23,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-04-30,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-05-07,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-05-14,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-05-21,city,Colombia,0,Santander,Charta,None
Colombia-Santander-Charta,2016-05-28,city,Colombia,2,Santander,Charta,None
Colombia-Santander-Charta,2016-06-04,city,Colombia,2,Santander,Charta,None
Colombia-Santander-Charta,2016-06-11,city,Colombia,2,Santander,Charta,None
Colombia-Santander-Charta,2016-06-18,city,Colombia,2,Santander,Charta,None
Colombia-Santander-Charta,2016-06-25,city,Colombia,2,Santander,Charta,None
Colombia-Santander-Chima,2016-01-09,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-01-16,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-01-23,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-01-30,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-02-06,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-02-13,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-02-20,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-02-27,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-03-05,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-03-12,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-03-19,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-03-26,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-04-02,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-04-09,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-04-16,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-04-23,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-04-30,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-05-07,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-05-14,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-05-21,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-05-28,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-06-04,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-06-11,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-06-18,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chima,2016-06-25,city,Colombia,0,Santander,Chima,None
Colombia-Santander-Chipata,2016-01-09,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-01-16,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-01-23,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-01-30,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-02-06,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-02-13,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-02-20,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-02-27,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-03-05,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-03-12,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-03-19,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-03-26,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-04-02,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-04-09,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-04-16,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-04-23,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-04-30,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-05-07,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-05-14,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-05-21,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-05-28,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-06-04,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-06-11,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-06-18,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Chipata,2016-06-25,city,Colombia,0,Santander,Chipata,None
Colombia-Santander-Cimitarra,2016-01-09,city,Colombia,3,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-01-16,city,Colombia,4,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-01-23,city,Colombia,5,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-01-30,city,Colombia,5,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-02-06,city,Colombia,7,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-02-13,city,Colombia,9,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-02-20,city,Colombia,10,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-02-27,city,Colombia,11,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-03-05,city,Colombia,18,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-03-12,city,Colombia,19,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-03-19,city,Colombia,20,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-03-26,city,Colombia,19,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-04-02,city,Colombia,19,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-04-09,city,Colombia,20,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-04-16,city,Colombia,20,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-04-23,city,Colombia,20,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-04-30,city,Colombia,20,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-05-07,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-05-14,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-05-21,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-05-28,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-06-04,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-06-11,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-06-18,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Cimitarra,2016-06-25,city,Colombia,21,Santander,Cimitarra,None
Colombia-Santander-Concepcion,2016-01-09,city,Colombia,0,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-01-16,city,Colombia,0,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-01-23,city,Colombia,0,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-01-30,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-02-06,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-02-13,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-02-20,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-02-27,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-03-05,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-03-12,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-03-19,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-03-26,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-04-02,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-04-09,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-04-16,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-04-23,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-04-30,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-05-07,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-05-14,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-05-21,city,Colombia,1,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-05-28,city,Colombia,2,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-06-04,city,Colombia,2,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-06-11,city,Colombia,2,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-06-18,city,Colombia,2,Santander,Concepcion,None
Colombia-Santander-Concepcion,2016-06-25,city,Colombia,2,Santander,Concepcion,None
Colombia-Santander-Confines,2016-01-09,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-01-16,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-01-23,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-01-30,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-02-06,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-02-13,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-02-20,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-02-27,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-03-05,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-03-12,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-03-19,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-03-26,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-04-02,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-04-09,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-04-16,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-04-23,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-04-30,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-05-07,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-05-14,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-05-21,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-05-28,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-06-04,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-06-11,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-06-18,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Confines,2016-06-25,city,Colombia,0,Santander,Confines,None
Colombia-Santander-Contratacion,2016-01-09,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-01-16,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-01-23,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-01-30,city,Colombia,1,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-02-06,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-02-13,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-02-20,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-02-27,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-03-05,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-03-12,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-03-19,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-03-26,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-04-02,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-04-09,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-04-16,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-04-23,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-04-30,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-05-07,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-05-14,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-05-21,city,Colombia,1,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-05-28,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-06-04,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-06-11,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-06-18,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Contratacion,2016-06-25,city,Colombia,0,Santander,Contratacion,None
Colombia-Santander-Coromoro,2016-01-09,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-01-16,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-01-23,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-01-30,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-02-06,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-02-13,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-02-20,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-02-27,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-03-05,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-03-12,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-03-19,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-03-26,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-04-02,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-04-09,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-04-16,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-04-23,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-04-30,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-05-07,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-05-14,city,Colombia,0,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-05-21,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-05-28,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-06-04,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-06-11,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-06-18,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Coromoro,2016-06-25,city,Colombia,1,Santander,Coromoro,None
Colombia-Santander-Curiti,2016-01-09,city,Colombia,0,Santander,Curiti,None
Colombia-Santander-Curiti,2016-01-16,city,Colombia,0,Santander,Curiti,None
Colombia-Santander-Curiti,2016-01-23,city,Colombia,0,Santander,Curiti,None
Colombia-Santander-Curiti,2016-01-30,city,Colombia,0,Santander,Curiti,None
Colombia-Santander-Curiti,2016-02-06,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-02-13,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-02-20,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-02-27,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-03-05,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-03-12,city,Colombia,1,Santander,Curiti,None
Colombia-Santander-Curiti,2016-03-19,city,Colombia,2,Santander,Curiti,None
Colombia-Santander-Curiti,2016-03-26,city,Colombia,2,Santander,Curiti,None
Colombia-Santander-Curiti,2016-04-02,city,Colombia,2,Santander,Curiti,None
Colombia-Santander-Curiti,2016-04-09,city,Colombia,3,Santander,Curiti,None
Colombia-Santander-Curiti,2016-04-16,city,Colombia,3,Santander,Curiti,None
Colombia-Santander-Curiti,2016-04-23,city,Colombia,5,Santander,Curiti,None
Colombia-Santander-Curiti,2016-04-30,city,Colombia,5,Santander,Curiti,None
Colombia-Santander-Curiti,2016-05-07,city,Colombia,5,Santander,Curiti,None
Colombia-Santander-Curiti,2016-05-14,city,Colombia,5,Santander,Curiti,None
Colombia-Santander-Curiti,2016-05-21,city,Colombia,6,Santander,Curiti,None
Colombia-Santander-Curiti,2016-05-28,city,Colombia,5,Santander,Curiti,None
Colombia-Santander-Curiti,2016-06-04,city,Colombia,7,Santander,Curiti,None
Colombia-Santander-Curiti,2016-06-11,city,Colombia,7,Santander,Curiti,None
Colombia-Santander-Curiti,2016-06-18,city,Colombia,7,Santander,Curiti,None
Colombia-Santander-Curiti,2016-06-25,city,Colombia,7,Santander,Curiti,None
Colombia-Santander-El_Carmen_De_Chucuri,2016-01-09,city,Colombia,0,Santander,El Carmen De Chucuri,None
Colombia-Santander-El_Carmen_De_Chucuri,2016-01-16,city,Colombia,0,Santander,El Carmen De Chucuri,None
Colombia-Santander-El_Carmen_De_Chucuri,2016-01-23,city,Colombia,0,Santander,El Carmen De Chucuri,None
Colombia-Santander-El_Carmen_De_Chucuri,2016-01-30,city,Colombia,0,Santander,El Carmen De Chucuri,None
Colombia-Santander-El_Carmen_De_Chucuri,2016-02-06,city,Colombia,0,Santander,El Carmen De Chucuri,None
